"Timestamp","In which State/UT do you currently live?","What is your age?","Please select your gender.","How would you describe your occupation?","How many earning members are there in your immediate family?","What is your annual household income (in rupees ₹)?","How has your overall household income changed during COVID-19?","Do you or your family have any pending loan(s)?","Did you or anyone in your family get infected by COVID-19?","Did you get vaccinated for COVID-19?","Do you have any health issue(s)? (If more than one, then please select your major health issue)","How often do you exercise or meditate?","How has COVID-19 impacted your life and future plans/goals?","During lockdown, how often do you interact (on calls/chats) with your relatives & friends?","How has your appetite changed during the lockdown?","How have your sleeping hours been affected due to the lockdown?","How satisfied are you with your state government's measures to handle COVID-19?","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt scared without any good reason]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt I was close to a panic attack]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [Experienced dryness of my mouth]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [Experienced breathing difficulty (without any physical exertion)]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [Experienced trembling (e.g. in the hands)]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [Worried about situations in which I might make a fool of myself]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [Increase in heart rate without any physical exertion]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I didn't experience any positive feeling at all]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I found it difficult to take the initiative to do things]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt that I had nothing to look forward to]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt down-hearted and blue]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I was unable to feel enthusiastic about anything]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt I wasn’t worth much as a person]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt that life was meaningless]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I found it hard to take things easily]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I tended to over-react to situations]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt that I was nervous ]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I found myself getting agitated]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I found it difficult to relax]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I was generally intolerant of things]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt unusually sensitive ]","During the past one month, which of the following have you experienced the most?"
"2021/05/22 4:54:59 PM GMT+5:30","Maharashtra","25 - 45 years old","Male","Self Employed","1","5 - 10 lakhs","No change","Yes","No","No","Diabetes","Ocassionally","No Impact","Almost all the time/ Every day","Increased slightly","No change","2","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/22 4:59:10 PM GMT+5:30","Uttar Pradesh","18 - 25 years old","Male","Private Sector Employee","2","Less than 5 lakhs","Decreased significantly","Yes","No","No","No major health problem","Not at all","Considerable Impact","Ocassionally","Decreased slightly","No change","3","3","1","1","0","1","2","1","1","1","0","1","1","3","3","2","2","1","1","1","1","1","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 5:01:01 PM GMT+5:30","Delhi","18 - 25 years old","Male","Student","2","10 - 20 lakhs","Decreased significantly","Yes","No","No","Diabetes","Ocassionally","Major Impact","Ocassionally","No change","Decreased slightly","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","3","0","Depression (feeling of sadness, loss of interest etc.)"
"2021/05/22 5:03:53 PM GMT+5:30","Rajasthan","25 - 45 years old","Male","Self Employed","1","Less than 5 lakhs","Decreased significantly","Yes","Yes","Yes","No major health problem","Ocassionally","Major Impact","No contact at all","Increased slightly","No change","4","1","1","1","0","0","0","1","2","0","0","0","0","0","0","0","0","1","0","1","0","0","None"
"2021/05/22 5:06:40 PM GMT+5:30","Delhi","18 - 25 years old","Female","Private Sector Employee","2","5 - 10 lakhs","No change","Yes","Yes","No","No major health problem","Not at all","Considerable Impact","Almost all the time/ Every day","Decreased slightly","Decreased significantly","2","0","1","1","0","0","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","2","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 5:12:22 PM GMT+5:30","Delhi","18 - 25 years old","Female","Student","2","5 - 10 lakhs","Decreased significantly","Yes","Yes","No","No major health problem","Every day","Major Impact","Atleast 3 days a week","No change","Decreased slightly","3","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","None"
"2021/05/22 5:13:23 PM GMT+5:30","Delhi","18 - 25 years old","Female","Student","2","10 - 20 lakhs","No change","No","Yes","No","No major health problem","Ocassionally","Small Impact","Almost all the time/ Every day","No change","Increased slightly","3","1","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","1","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 5:13:51 PM GMT+5:30","Uttar Pradesh","45+ years old","Male","Government Employee","3 or more","10 - 20 lakhs","No change","Yes","Yes","No","No major health problem","Ocassionally","No Impact","Almost all the time/ Every day","No change","No change","5","0","0","1","1","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","3","0","None"
"2021/05/22 5:14:52 PM GMT+5:30","Delhi","18 - 25 years old","Female","Private Sector Employee","3 or more","Less than 5 lakhs","Decreased slightly","No","No","No","No major health problem","Ocassionally","Considerable Impact","Almost all the time/ Every day","Increased slightly","Increased slightly","3","3","1","1","2","1","2","2","0","1","3","3","3","2","2","2","3","3","3","3","3","3","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 5:15:39 PM GMT+5:30","Himachal Pradesh","18 - 25 years old","Male","Student","1","10 - 20 lakhs","Decreased slightly","No","No","Yes","No major health problem","Ocassionally","Considerable Impact","Ocassionally","Increased slightly","Decreased slightly","1","2","3","1","1","1","2","3","2","2","2","2","1","1","0","2","2","3","3","1","2","1","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/22 5:22:44 PM GMT+5:30","Delhi","18 - 25 years old","Male","Unemployed","1","5 - 10 lakhs","No change","No","Yes","Yes","No major health problem","Every day","Considerable Impact","Almost all the time/ Every day","Increased slightly","Increased slightly","2","0","0","0","0","0","0","0","2","2","2","1","2","0","0","0","1","2","1","2","2","1","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 5:23:26 PM GMT+5:30","Himachal Pradesh","18 - 25 years old","Male","Student","1","5 - 10 lakhs","No change","No","Yes","Yes","No major health problem","Ocassionally","No Impact","Atleast 3 days a week","No change","No change","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","1","None"
"2021/05/22 5:23:35 PM GMT+5:30","Punjab","18 - 25 years old","Male","Private Sector Employee","3 or more","5 - 10 lakhs","No change","No","No","Yes","No major health problem","Every day","Considerable Impact","Almost all the time/ Every day","No change","No change","2","0","0","0","0","0","0","0","0","0","0","0","2","1","0","3","1","0","1","2","2","2","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 5:25:34 PM GMT+5:30","Himachal Pradesh","18 - 25 years old","Male","Student","1","5 - 10 lakhs","Decreased slightly","Yes","Yes","Yes","No major health problem","Atleast 3 days a week","Considerable Impact","Ocassionally","Increased slightly","Decreased significantly","2","0","0","1","1","0","2","0","0","2","1","2","2","2","3","2","1","1","1","2","1","0","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/22 5:29:01 PM GMT+5:30","Himachal Pradesh","25 - 45 years old","Male","Unemployed","1","5 - 10 lakhs","No change","No","No","Yes","No major health problem","Ocassionally","Small Impact","Ocassionally","No change","No change","3","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","None"
"2021/05/22 5:30:44 PM GMT+5:30","Himachal Pradesh","18 - 25 years old","Female","Student","1","Less than 5 lakhs","No change","No","No","Yes","No major health problem","Ocassionally","Major Impact","Atleast 3 days a week","Decreased slightly","Increased slightly","3","2","3","1","2","0","0","2","1","1","0","0","0","1","0","1","1","0","0","3","1","3","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 5:31:59 PM GMT+5:30","Punjab","18 - 25 years old","Male","Private Sector Employee","2","5 - 10 lakhs","No change","Yes","Yes","No","Diabetes","Ocassionally","Major Impact","No contact at all","Decreased slightly","Decreased significantly","4","2","3","2","0","0","2","1","3","2","1","3","1","3","3","2","0","1","1","1","1","2","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 5:32:20 PM GMT+5:30","Delhi","18 - 25 years old","Female","Self Employed","3 or more","More than 20 lakhs","No change","No","Yes","Yes","No major health problem","Ocassionally","Major Impact","Ocassionally","Increased slightly","No change","2","1","1","0","0","0","0","1","0","0","0","1","1","1","0","0","1","1","0","1","0","1","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 5:33:54 PM GMT+5:30","Haryana","18 - 25 years old","Male","Private Sector Employee","2","5 - 10 lakhs","No change","Yes","Yes","No","No major health problem","Ocassionally","Considerable Impact","Ocassionally","Decreased slightly","Decreased slightly","3","1","2","0","0","0","2","1","3","2","3","3","3","3","2","3","3","2","2","3","2","3","Depression (feeling of sadness, loss of interest etc.)"
"2021/05/22 5:38:13 PM GMT+5:30","Haryana","18 - 25 years old","Male","Student","2","Less than 5 lakhs","Decreased slightly","No","No","No","No major health problem","Atleast 3 days a week","Small Impact","Atleast 3 days a week","Decreased slightly","Decreased slightly","4","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","None"
"2021/05/22 5:56:53 PM GMT+5:30","Haryana","18 - 25 years old","Male","Private Sector Employee","1","5 - 10 lakhs","Decreased significantly","Yes","No","Yes","No major health problem","Not at all","Considerable Impact","No contact at all","Increased significantly","Decreased significantly","3","0","0","0","0","0","1","0","2","2","2","2","2","2","1","3","3","2","2","2","2","2","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/22 5:58:18 PM GMT+5:30","Delhi","16 - 18 years old","Female","Student","2","5 - 10 lakhs","Decreased slightly","Yes","No","No","No major health problem","Every day","Considerable Impact","Atleast 3 days a week","No change","Increased slightly","3","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","None"
"2021/05/22 6:04:13 PM GMT+5:30","Delhi","18 - 25 years old","Male","Student","2","10 - 20 lakhs","Decreased significantly","Yes","No","No","No major health problem","Every day","Small Impact","Ocassionally","No change","Increased slightly","3","0","0","0","0","0","1","0","2","0","0","3","3","0","0","0","1","0","0","1","1","1","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 6:06:20 PM GMT+5:30","Himachal Pradesh","18 - 25 years old","Male","Student","2","5 - 10 lakhs","Decreased slightly","Yes","No","Yes","No major health problem","Not at all","Considerable Impact","Almost all the time/ Every day","Increased significantly","Increased slightly","3","1","0","0","0","0","0","0","0","3","2","0","0","2","0","0","1","1","1","0","1","2","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 6:08:53 PM GMT+5:30","Delhi","45+ years old","Male","Private Sector Employee","3 or more","More than 20 lakhs","No change","Yes","No","Yes","Diabetes","Atleast 3 days a week","Small Impact","Ocassionally","Increased slightly","No change","2","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 6:11:30 PM GMT+5:30","Delhi","45+ years old","Female","Government Employee","2","10 - 20 lakhs","No change","No","Yes","No","No major health problem","Atleast 3 days a week","Major Impact","Almost all the time/ Every day","Decreased slightly","Decreased slightly","3","3","3","3","2","1","1","1","2","2","2","2","2","2","2","2","1","2","1","2","1","2","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 6:14:53 PM GMT+5:30","Delhi","18 - 25 years old","Female","Student","1","10 - 20 lakhs","Decreased slightly","Yes","Yes","No","No major health problem","Ocassionally","Major Impact","Almost all the time/ Every day","Decreased significantly","Decreased slightly","3","2","0","1","0","1","1","0","2","2","1","2","2","1","1","2","3","2","1","3","1","2","Depression (feeling of sadness, loss of interest etc.)"
"2021/05/22 6:16:51 PM GMT+5:30","Himachal Pradesh","18 - 25 years old","Female","Student","2","10 - 20 lakhs","No change","No","No","No","No major health problem","Ocassionally","Major Impact","Almost all the time/ Every day","Decreased slightly","Increased sigificantly","4","2","1","0","1","0","2","1","2","3","1","2","3","3","2","2","3","2","3","3","2","3","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 6:17:37 PM GMT+5:30","Delhi","45+ years old","Female","Unemployed","1","Less than 5 lakhs","Decreased significantly","No","No","No","Blood Pressure","Atleast 3 days a week","Major Impact","Atleast 3 days a week","Decreased slightly","Decreased slightly","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/22 6:20:11 PM GMT+5:30","Haryana","18 - 25 years old","Female","Student","1","Less than 5 lakhs","No change","No","Yes","No","No major health problem","Ocassionally","No Impact","Atleast 3 days a week","No change","Increased slightly","3","2","0","0","0","0","2","0","1","2","2","0","0","2","1","1","1","2","2","2","1","0","Depression (feeling of sadness, loss of interest etc.)"
"2021/05/22 6:20:39 PM GMT+5:30","Delhi","18 - 25 years old","Female","Student","1","10 - 20 lakhs","Decreased slightly","Yes","Yes","No","No major health problem","Ocassionally","Major Impact","Almost all the time/ Every day","Decreased significantly","Decreased slightly","3","2","0","1","0","1","1","0","2","2","1","2","2","1","1","2","3","2","1","3","1","2","Depression (feeling of sadness, loss of interest etc.)"
"2021/05/22 6:21:26 PM GMT+5:30","Tamil Nadu","45+ years old","Male","Private Sector Employee","1","More than 20 lakhs","Increased slighltly","Yes","No","Yes","Blood Pressure","Ocassionally","Small Impact","Ocassionally","Increased slightly","Decreased slightly","4","3","3","2","1","0","0","2","1","0","0","0","0","0","0","0","2","1","1","2","2","2","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 6:22:37 PM GMT+5:30","Gujarat","25 - 45 years old","Male","Government Employee","1","5 - 10 lakhs","Decreased slightly","Yes","No","Yes","No major health problem","Atleast 3 days a week","Small Impact","Almost all the time/ Every day","No change","Decreased slightly","3","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/22 6:23:02 PM GMT+5:30","Delhi","45+ years old","Female","Homemaker","2","10 - 20 lakhs","No change","No","Yes","Yes","Diabetes","Every day","Small Impact","Almost all the time/ Every day","No change","Increased slightly","3","2","0","0","0","0","1","0","0","1","0","0","1","0","0","1","1","0","0","1","0","0","None"
"2021/05/22 6:27:33 PM GMT+5:30","Delhi","45+ years old","Male","Private Sector Employee","1","10 - 20 lakhs","Decreased slightly","Yes","Yes","Yes","No major health problem","Ocassionally","Considerable Impact","Ocassionally","Decreased slightly","Decreased significantly","4","0","0","1","0","0","1","0","0","1","0","1","1","1","0","1","1","1","1","0","1","1","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/22 6:28:09 PM GMT+5:30","Uttar Pradesh","45+ years old","Male","Self Employed","1","Less than 5 lakhs","Decreased significantly","No","No","Yes","No major health problem","Every day","Considerable Impact","Ocassionally","No change","No change","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/22 6:31:48 PM GMT+5:30","Himachal Pradesh","18 - 25 years old","Male","Student","1","10 - 20 lakhs","No change","Yes","Yes","Yes","No major health problem","Atleast 3 days a week","Considerable Impact","Almost all the time/ Every day","No change","Increased slightly","2","0","0","0","0","0","2","0","0","1","0","0","1","0","0","1","1","3","1","1","1","0","Depression (feeling of sadness, loss of interest etc.)"
"2021/05/22 6:32:52 PM GMT+5:30","Delhi","18 - 25 years old","Female","Private Sector Employee","3 or more","More than 20 lakhs","Decreased slightly","No","Yes","No","No major health problem","Atleast 3 days a week","Considerable Impact","Almost all the time/ Every day","Increased slightly","Increased sigificantly","3","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","0","1","0","1","0","None"
"2021/05/22 6:33:24 PM GMT+5:30","Uttar Pradesh","45+ years old","Male","Self Employed","1","More than 20 lakhs","Decreased significantly","Yes","Yes","No","Blood Pressure","Ocassionally","Considerable Impact","Almost all the time/ Every day","Decreased slightly","Increased slightly","1","1","1","2","2","2","0","1","0","0","1","1","1","0","0","0","1","0","1","0","0","0","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 6:34:05 PM GMT+5:30","Delhi","45+ years old","Female","Private Sector Employee","1","Less than 5 lakhs","Decreased slightly","Yes","No","Yes","No major health problem","Atleast 3 days a week","Considerable Impact","Atleast 3 days a week","Increased slightly","Decreased slightly","3","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/22 6:43:36 PM GMT+5:30","Himachal Pradesh","18 - 25 years old","Male","Student","2","10 - 20 lakhs","Decreased slightly","No","No","Yes","No major health problem","Ocassionally","Considerable Impact","Ocassionally","Increased slightly","Increased slightly","3","1","0","1","0","0","1","0","1","2","2","1","1","2","2","1","1","1","1","1","1","0","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/22 6:46:07 PM GMT+5:30","Delhi","25 - 45 years old","Male","Private Sector Employee","2","More than 20 lakhs","Decreased slightly","Yes","Yes","Yes","No major health problem","Ocassionally","Small Impact","Atleast 3 days a week","Increased slightly","Increased slightly","2","1","1","1","0","0","1","1","2","1","1","1","2","1","0","2","2","1","2","2","1","2","Anxiety (feeling of worry, nervousness etc.)"
